density,total_population,countyfips,cancer,binge,csmoking,lpa,sleep
42.2,19155,22037,6.3,19.9,24.5,34.4,41.7
50.4,33372,22039,6.4,17.8,28.2,39.4,40.4
32.0,20001,22041,6.4,17.7,27.7,39.2,41.1
34.9,22450,22043,6.5,20.2,24.5,35.1,39.6
121.2,69594,22045,6.3,18.6,24.8,38.2,38.5
52.6,32528,22047,6.2,18.7,24.1,37.4,42.4
27.7,15757,22049,6.5,19.6,26.0,36.8,39.8
1462.2,432282,22051,6.2,21.0,18.8,30.2,37.9
48.3,31440,22053,6.5,20.2,24.0,33.8,37.2
911.1,244823,22055,6.4,20.9,20.4,30.6,37.6
91.4,97658,22057,6.7,20.0,23.3,35.9,36.6
23.9,14910,22059,6.6,20.4,26.3,36.5,37.7
99.0,46719,22061,6.3,17.5,21.1,31.9,39.4
218.0,141300,22063,6.6,20.4,22.7,29.5,37.8
17.5,10897,22065,6.1,15.8,29.2,43.5,44.5
31.2,24816,22067,6.3,17.2,27.8,38.7,41.4
30.4,38093,22069,6.4,17.8,24.3,36.7,42.0
2303.2,390214,22071,5.9,20.2,21.4,29.7,37.7
250.7,153043,22073,6.4,18.5,23.3,34.2,40.3
29.7,23189,22075,6.3,20.4,21.5,31.7,37.3
39.0,21756,22077,6.3,19.0,24.6,36.3,40.4
98.4,129661,22079,6.5,19.8,22.2,34.8,39.3
21.7,8425,22081,6.3,17.8,26.0,38.3,41.3
35.9,20095,22083,6.4,18.2,27.5,38.9,40.8
27.6,23944,22085,6.5,20.0,25.0,33.9,40.1
125.5,47373,22087,6.3,18.5,23.3,36.4,38.2
190.7,53228,22089,6.3,20.7,18.7,30.4,37.2
24.8,10142,22091,6.2,18.1,24.1,36.3,42.8
87.1,21046,22093,6.2,18.7,22.8,35.0,41.5
200.9,42809,22095,6.0,18.5,20.7,34.7,43.7
88.8,82041,22097,6.3,17.2,26.9,38.1,41.0
72.4,53436,22099,6.4,19.8,25.1,34.3,38.0
88.4,49119,22101,6.2,18.5,24.3,37.7,40.1
309.5,261693,22103,6.6,19.4,19.1,25.7,39.2
170.9,135267,22105,6.4,18.5,22.9,34.1,41.6
7.1,4301,22107,6.1,16.1,29.9,44.6,45.5
89.5,110262,22109,6.7,19.4,24.4,36.2,37.2
25.3,22151,22111,6.4,19.7,23.2,33.9,39.2
50.7,59529,22113,6.6,19.9,24.3,34.0,36.7
35.6,47214,22115,6.4,21.2,22.8,32.5,39.9
69.1,46248,22117,6.5,17.8,27.2,40.7,39.3
64.6,38281,22119,6.4,17.9,26.3,37.3,40.6
138.0,26549,22121,6.3,19.5,20.8,31.0,38.3
30.1,10831,22123,6.5,19.7,25.7,37.4,40.6
38.7,15615,22125,6.1,21.2,20.7,30.8,40.3
14.6,13859,22127,6.4,19.5,24.9,35.7,40.8
231.7,108421,23001,6.7,18.6,19.8,33.3,40.4
10.1,67059,23003,6.9,17.0,22.3,35.6,36.8
354.1,295766,23005,6.8,22.4,14.1,24.0,30.3
17.9,30320,23007,6.8,20.4,20.2,31.3,33.5
34.8,55212,23009,7.0,19.3,17.9,29.0,30.4
141.3,122609,23011,7.3,17.3,19.8,32.0,34.4
109.3,39899,23013,6.8,19.9,17.7,28.1,32.0
76.3,34773,23015,6.9,19.6,19.2,29.4,33.6
28.0,58150,23017,7.0,19.9,21.5,33.3,36.3
44.9,152403,23019,7.1,18.6,20.3,33.5,36.7
4.3,16843,23021,6.9,17.8,23.7,34.5,37.5
141.8,35986,23023,7.1,18.3,16.6,28.3,31.2
12.9,50658,23025,6.9,18.4,24.8,34.4,37.9
54.6,39833,23027,6.5,18.1,20.4,29.6,32.5
12.3,31523,23029,7.1,19.3,23.1,35.2,37.6
210.6,208640,23031,7.1,20.5,16.9,27.1,33.9
166.1,70473,24001,6.8,17.4,20.1,30.4,41.3
1400.2,580939,24003,6.6,17.5,15.0,22.2,35.5
1384.3,828241,24005,6.3,15.4,15.6,25.3,37.8
435.4,92797,24009,6.8,18.8,15.7,22.1,35.1
104.9,33496,24011,6.9,15.1,20.1,30.6,40.2
377.6,168996,24013,6.8,18.4,14.0,22.5,33.7
297.8,103108,24015,6.9,17.9,19.4,26.7,39.0
358.3,164018,24017,6.4,14.7,16.1,25.8,41.6
59.1,31955,24019,6.6,15.5,19.7,30.4,38.6
395.6,261206,24021,6.7,16.0,12.3,23.4,33.0
44.9,29058,24023,7.0,16.3,20.7,26.6,36.7
586.6,256399,24025,6.8,17.5,15.8,23.9,38.1
1305.0,327213,24027,6.2,14.6,9.6,19.4,34.4
70.2,19455,24029,6.6,17.0,17.0,25.4,33.5
2140.9,1051715,24031,5.9,13.2,9.0,19.4,33.8
1881.0,907925,24033,5.7,14.6,13.2,27.3,44.6
136.1,50635,24035,6.9,21.7,15.5,24.7,33.1
318.5,113763,24037,6.7,18.2,16.6,24.1,39.1
80.3,25663,24039,6.5,14.9,23.4,35.9,41.8
138.7,37249,24041,6.8,16.6,14.4,23.3,33.5
331.0,151544,24043,6.6,14.7,18.3,27.9,37.5
277.7,103987,24045,6.5,14.7,19.1,30.4,39.4
112.3,52568,24047,6.7,18.6,17.1,24.5,33.7
7301.7,591025,24510,6.2,16.1,20.7,29.8,44.1
542.4,213558,25001,6.7,21.7,14.6,23.9,32.7
135.0,125118,25003,6.8,20.5,17.8,27.8,38.0
1024.4,566571,25005,6.8,19.6,17.8,30.8,36.2
168.2,17365,25007,6.7,21.5,14.8,23.9,33.7
1605.0,790584,25009,6.2,20.7,13.8,29.5,34.6
100.6,70350,25011,6.8,21.3,16.3,26.8,33.7
757.1,467210,25013,6.2,18.3,17.9,31.6,36.3
305.4,161026,25015,6.6,21.6,14.2,25.6,33.6
1972.6,1613205,25017,6.5,20.4,11.6,22.4,32.8
254.5,11444,25019,6.4,21.8,12.5,23.9,33.3
1788.2,708325,25021,6.4,22.9,12.2,25.9,35.0
792.7,522420,25023,6.6,21.5,16.1,24.8,36.9
13810.8,803156,25025,5.8,19.5,13.1,29.2,37.7
550.9,832339,25027,6.6,20.2,14.8,26.8,38.6
15.5,10468,26001,6.8,20.3,23.1,28.2,38.7
10.0,9127,26003,6.7,20.9,22.4,27.2,39.5
143.6,118523,26005,6.8,19.9,19.2,28.0,37.4
49.7,28433,26007,6.8,21.3,22.2,27.2,39.7
49.3,23435,26009,6.9,20.1,20.5,25.3,36.8
41.1,14926,26011,6.9,20.2,24.1,28.9,38.8
9.1,8202,26013,6.8,20.3,24.3,28.7,41.5
111.7,61769,26015,6.8,20.6,18.8,24.7,36.9
233.5,103283,26017,6.8,19.8,21.3,27.1,39.2
55.8,17846,26019,6.8,21.5,18.7,24.0,36.6
270.4,153540,26021,6.6,18.3,20.0,25.3,41.9
86.1,43581,26023,6.7,19.8,23.1,29.7,39.3
190.3,134374,26025,6.7,19.2,21.0,29.0,39.5
105.9,51901,26027,6.8,20.7,21.9,26.4,37.9
62.9,26199,26029,6.9,22.0,19.0,23.8,36.5
35.4,25310,26031,6.9,20.7,22.3,27.0,39.4
24.0,37399,26033,6.7,20.5,24.3,28.9,40.1
55.1,31079,26035,6.9,18.9,25.7,30.3,41.1
141.1,79912,26037,6.7,21.9,17.8,23.5,37.6
25.3,14076,26039,6.8,20.4,22.1,26.4,39.3
30.6,35868,26041,6.9,20.6,21.4,26.2,38.9
33.2,25277,26043,6.9,21.2,19.5,24.2,38.1
192.1,110494,26045,6.7,22.1,18.1,24.8,38.4
71.8,33587,26047,6.8,22.0,17.6,21.4,37.8
637.3,405946,26049,6.7,18.0,22.9,30.1,41.0
50.9,25558,26051,6.8,20.1,24.4,29.0,40.8
13.0,14313,26053,6.8,20.2,22.6,27.0,40.4
201.1,93397,26055,7.0,22.4,17.8,21.4,35.9
71.8,40801,26057,6.7,20.0,22.1,27.9,42.2
76.3,45635,26059,6.9,19.9,23.5,28.7,40.3
35.3,35666,26061,6.8,21.0,21.4,26.2,38.2
37.1,30999,26063,6.8,20.3,22.2,27.3,38.3
525.7,292346,26065,6.6,19.9,16.5,25.8,38.5
113.5,64832,26067,6.7,20.3,21.5,27.4,38.3
45.9,25206,26069,6.8,20.3,23.6,28.8,39.5
9.5,11105,26071,6.9,20.7,22.9,27.8,39.0
121.3,69485,26073,6.9,19.7,22.3,28.5,38.3
226.2,158744,26075,6.6,21.0,22.8,27.8,39.3
472.7,265478,26077,6.6,20.0,16.9,23.9,39.4
32.4,18149,26079,6.8,20.2,24.3,28.9,40.4
776.9,658027,26081,6.6,21.1,17.4,22.6,35.8
4.0,2136,26083,6.8,21.3,18.7,23.1,37.4
20.8,11793,26085,6.7,18.5,25.8,32.9,42.2
136.4,87739,26087,6.7,20.9,21.3,26.8,38.1
62.9,21848,26089,6.7,21.8,15.4,19.7,37.0
131.7,98686,26091,6.7,20.4,20.4,26.9,39.0
340.9,192671,26093,6.9,23.7,16.2,19.8,33.8
6.9,6223,26095,6.7,21.0,23.3,28.9,41.3
10.6,10825,26097,6.8,20.2,22.7,27.4,41.4
1828.4,876216,26099,6.8,20.6,19.9,27.2,38.3
45.5,24650,26101,6.8,20.5,21.2,26.4,38.8
37.0,66996,26103,6.9,22.2,19.8,23.2,37.7
59.0,29227,26105,6.9,20.3,20.5,26.0,38.2
78.5,43589,26107,7.0,19.9,22.4,26.9,39.0
21.9,22828,26109,6.9,20.7,22.1,27.3,38.0
161.3,83251,26111,6.8,20.2,18.0,21.8,37.1
26.8,15152,26113,6.8,20.1,22.9,27.8,40.3
274.9,151003,26115,6.9,22.3,20.5,24.8,39.3
90.8,64068,26117,6.8,20.5,23.1,27.2,43.7
17.2,9377,26119,6.8,19.7,23.8,28.7,39.4
347.4,173436,26121,6.6,18.8,23.1,30.3,40.8
60.5,49187,26123,6.7,20.0,22.4,28.6,40.0
1450.8,1258791,26125,6.5,19.8,13.6,19.7,37.6
51.8,26517,26127,6.7,18.8,21.9,29.8,38.9
37.4,21096,26129,6.9,20.2,25.1,30.8,39.6
4.4,5718,26131,6.8,20.4,23.2,28.1,38.8
41.5,23505,26133,6.8,19.8,24.3,29.5,40.1
14.6,8276,26135,6.9,20.6,25.0,29.3,40.2
48.1,24763,26137,6.8,20.1,20.7,25.2,38.8
519.6,292753,26139,6.6,20.2,16.2,22.0,35.0
19.2,12629,26141,6.8,20.6,22.3,27.1,39.3
46.5,24186,26143,6.8,20.1,22.9,28.9,40.2
238.1,190495,26145,6.6,18.4,21.3,27.1,40.2
221.3,159595,26147,6.9,21.6,21.4,25.1,40.5
122.1,61116,26149,6.7,19.6,21.8,28.5,38.6
42.8,41226,26151,6.9,20.1,22.5,29.1,40.7
7.0,8141,26153,6.9,20.1,24.9,28.1,39.8
128.6,68221,26155,6.9,20.8,20.2,25.5,37.7
65.0,52220,26157,6.8,21.4,23.6,27.7,38.9
124.8,75817,26159,6.6,20.1,21.7,28.2,39.6
520.3,367335,26161,6.7,18.4,14.0,19.5,36.6
2855.2,1747584,26163,6.3,18.3,22.0,28.6,44.5
59.7,33744,26165,6.8,20.1,23.4,27.9,38.8
8.8,15950,27001,6.7,21.7,20.6,23.1,32.0
846.5,358093,27003,6.6,21.3,16.6,21.0,31.5
26.3,34547,27005,6.8,22.8,19.6,23.5,31.0
18.9,47343,27007,6.7,21.6,21.5,23.1,30.8
100.5,41022,27009,6.6,23.6,18.9,23.0,32.2
10.0,4997,27011,6.6,23.3,21.0,24.2,31.6
90.7,67798,27013,6.5,23.7,17.7,22.6,29.0
40.9,25016,27015,6.6,25.0,18.5,21.8,32.7
41.8,36007,27017,6.6,24.5,20.4,22.0,31.7
298.1,105614,27019,6.4,23.7,12.9,17.9,26.7
14.8,29924,27021,6.6,22.2,22.1,23.6,30.6
20.3,11794,27023,6.5,23.6,19.5,23.2,31.6
137.0,56834,27025,6.6,26.9,19.1,21.3,31.1
61.5,64269,27027,6.5,23.4,16.4,21.4,30.5
8.8,8825,27029,6.6,22.7,23.2,26.8,32.3
3.8,5463,27031,6.6,22.6,16.2,20.0,29.1
17.5,11207,27033,6.4,21.3,19.3,25.2,31.5
65.4,65351,27035,6.7,23.0,20.7,22.5,30.1
765.1,430141,27037,6.4,22.1,14.1,18.4,29.2
47.8,21004,27039,6.5,22.9,17.0,20.5,29.2
60.1,38331,27041,6.6,25.0,18.4,21.1,28.6
19.2,13661,27043,6.4,23.7,19.5,24.0,29.9
24.5,21098,27045,6.6,23.6,19.4,23.0,30.1
42.9,30302,27047,6.3,22.5,19.2,26.7,33.2
61.4,46450,27049,6.6,24.0,18.5,20.6,31.1
11.0,6004,27051,6.6,24.0,19.9,22.3,31.3
2290.6,1268070,27053,5.9,22.2,12.7,16.4,27.7
33.7,18623,27055,6.6,25.0,18.1,20.6,29.9
23.4,21626,27057,6.7,23.2,19.0,23.6,27.8
93.6,40788,27059,6.5,24.2,19.1,22.2,31.2
16.9,45217,27061,6.7,23.6,20.8,21.4,30.4
14.0,9843,27063,6.6,24.2,18.6,22.4,29.9
31.4,16383,27065,6.6,23.2,21.6,24.1,32.9
54.2,43152,27067,6.4,21.5,17.9,22.5,30.0
3.9,4295,27069,6.6,23.7,18.6,22.5,30.4
3.9,12223,27071,6.6,23.3,20.4,23.9,32.2
8.7,6623,27073,6.6,23.2,19.2,23.3,29.2
5.1,10704,27075,6.6,23.1,18.1,20.7,29.6
2.9,3755,27077,6.5,23.5,20.2,23.4,30.4
64.5,28953,27079,6.5,23.2,17.3,22.5,29.7
10.5,5646,27081,6.6,23.3,19.9,22.9,31.0
35.5,25363,27083,6.4,21.4,19.1,23.1,32.1
73.2,35959,27085,6.5,22.4,18.5,22.3,30.5
9.9,5527,27087,6.7,21.2,29.8,30.1,35.0
5.3,9335,27089,6.5,23.5,18.8,22.5,30.9
27.6,19696,27091,6.5,22.0,20.4,22.7,31.2
38.3,23267,27093,6.5,24.2,18.8,22.2,29.2
46.1,26396,27095,6.6,21.5,21.9,23.4,32.0
29.8,33477,27097,6.7,25.4,19.4,23.1,30.3
56.3,40053,27099,6.4,21.6,19.0,25.7,31.8
11.6,8194,27101,6.5,23.3,18.8,23.6,29.9
76.5,34332,27103,6.6,23.3,17.1,19.8,29.8
30.2,21624,27105,6.0,19.9,18.0,30.0,32.0
7.3,6363,27107,6.6,23.5,19.9,23.4,32.3
243.0,158737,27109,6.4,20.6,13.7,18.2,28.7
29.9,58991,27111,6.5,24.2,16.7,22.1,29.0
22.9,14130,27113,6.6,24.4,18.8,23.3,29.7
21.0,29702,27115,6.4,23.5,22.8,26.5,32.2
19.5,9088,27117,6.6,22.1,19.5,24.0,31.0
15.9,31371,27119,6.6,24.5,19.4,21.3,33.2
16.9,11296,27121,6.7,24.3,18.1,20.8,30.8
3618.9,550844,27123,6.2,18.8,15.3,19.1,30.8
9.4,4063,27125,6.5,23.0,20.1,23.5,30.9
17.3,15174,27127,6.5,23.3,19.8,23.6,29.3
14.8,14540,27129,6.5,23.3,19.3,23.8,30.3
135.2,66997,27131,6.4,22.8,17.3,21.4,29.4
19.3,9327,27133,6.6,23.5,18.6,20.8,29.5
9.1,15140,27135,6.6,25.7,19.5,23.0,29.3
31.9,199427,27137,6.4,22.1,19.5,21.1,30.6
419.9,149681,27139,6.3,23.0,13.7,18.7,29.5
225.6,97678,27141,6.7,23.1,16.3,21.6,31.0
25.3,14884,27143,6.4,23.9,18.9,23.3,29.9
119.9,161104,27145,6.5,25.6,17.8,23.5,31.0
85.5,36721,27147,6.5,23.7,17.9,21.5,31.4
17.4,9790,27149,6.5,23.2,17.3,22.1,29.0
12.5,9262,27151,6.5,23.6,20.7,23.9,32.2
26.1,24675,27153,6.5,22.7,20.4,26.0,30.4
5.7,3262,27155,6.6,22.8,19.7,21.7,30.4
41.4,21644,27157,6.5,25.4,18.5,22.3,29.8
25.6,13737,27159,6.7,22.7,22.5,24.2,30.8
43.9,18603,27161,6.6,23.4,19.4,23.0,30.6
686.4,263775,27163,6.5,24.6,13.0,16.0,29.6
25.0,10854,27165,6.1,20.7,19.4,27.2,31.2
8.3,6202,27167,6.6,24.3,18.0,21.0,31.1
80.8,50590,27169,6.6,24.0,18.2,20.9,29.9
210.1,138975,27171,6.5,23.0,15.6,19.8,27.5
12.8,9699,27173,6.6,23.2,20.2,23.7,30.6
66.1,30586,28001,5.8,13.2,22.6,46.7,40.0
92.7,37067,28003,6.5,14.6,22.0,40.0,35.5
16.8,12302,28005,6.2,13.6,23.1,42.4,39.8
24.7,18183,28007,6.2,13.1,23.4,45.5,38.3
20.4,8289,28009,6.3,14.2,23.7,42.0,41.0
34.8,30521,28011,5.9,11.9,22.4,45.7,40.4
24.5,14356,28013,6.3,14.2,22.6,42.9,38.5
15.8,9945,28015,6.3,14.3,22.9,40.4,37.9
34.2,17139,28017,6.1,13.1,24.0,44.1,40.1
19.7,8225,28019,6.3,14.5,21.9,39.8,38.5
18.3,8934,28021,5.7,10.6,23.8,48.3,45.3
22.5,15530,28023,6.3,14.5,22.2,38.1,37.0
47.0,19294,28025,6.0,12.2,21.6,44.1,39.7
39.7,21949,28027,5.9,11.1,24.0,47.4,44.1
36.1,28033,28029,6.2,12.9,21.8,41.2,40.5
45.0,18639,28031,6.3,13.6,24.0,42.6,39.2
390.9,186116,28033,6.4,15.6,17.3,32.3,36.9
160.8,74970,28035,6.3,14.4,19.6,37.5,37.8
13.7,7735,28037,6.3,14.5,22.4,40.0,38.7
51.6,24684,28039,6.5,15.8,21.3,39.2,36.7
18.7,13318,28041,6.4,15.9,22.4,40.3,36.9
49.2,20782,28043,6.2,13.8,21.4,39.0,38.2
101.0,47861,28045,6.5,15.7,20.2,35.8,34.9
364.2,209061,28047,6.3,14.5,20.8,37.2,39.4
265.5,230932,28049,5.9,11.5,18.4,37.6,42.3
22.4,16978,28051,5.7,10.5,27.8,51.0,45.6
19.2,8027,28053,5.8,10.7,26.6,51.8,44.3
3.2,1340,28055,5.9,12.6,28.8,50.5,44.2
44.0,23435,28057,6.7,15.9,21.7,36.6,37.7
199.3,144027,28059,6.2,16.3,18.9,34.6,38.9
24.2,16388,28061,6.1,12.9,22.6,41.2,39.6
13.4,6968,28063,5.6,11.6,24.4,49.2,46.0
27.2,11127,28065,6.0,12.3,22.6,44.4,43.8
98.1,68190,28067,6.4,14.3,19.7,38.1,38.3
12.8,9840,28069,6.0,12.3,24.3,46.9,42.9
86.3,54534,28071,6.4,16.1,16.9,33.6,34.5
127.9,63597,28073,6.4,15.2,18.3,35.0,36.6
104.9,73839,28075,6.2,14.3,21.8,39.8,39.4
29.2,12590,28077,6.3,14.3,22.0,40.5,38.6
39.1,22782,28079,6.2,13.1,24.2,44.5,38.6
190.2,85569,28081,6.3,14.7,20.0,37.5,37.4
47.4,28111,28083,5.8,12.0,24.6,49.7,42.2
58.3,34179,28085,6.2,13.8,20.5,39.3,36.4
115.9,58569,28087,6.2,13.1,19.5,39.0,39.9
149.4,106739,28089,6.2,14.2,13.6,28.3,34.6
45.2,24533,28091,6.3,13.5,24.2,43.4,39.1
50.0,35333,28093,6.1,14.0,21.1,42.7,37.5
46.1,35241,28095,6.3,14.3,22.1,40.3,38.1
24.0,9748,28097,6.1,13.6,22.9,43.1,39.3
51.0,29072,28099,6.4,13.1,25.8,42.1,38.9
36.3,20977,28101,6.3,14.0,22.4,40.4,39.7
14.9,10372,28103,5.9,11.6,24.1,47.1,42.3
108.7,49801,28105,6.2,13.5,17.6,36.7,38.8
49.9,34208,28107,6.1,13.8,22.7,39.1,39.5
68.8,55767,28109,6.5,16.1,22.1,38.9,36.4
18.5,11992,28111,6.5,14.2,23.8,41.7,37.8
96.2,39360,28113,6.1,12.3,23.6,44.4,40.6
64.8,32248,28115,6.5,14.2,21.2,38.5,36.3
60.8,25235,28117,6.5,14.2,24.8,41.6,37.2
16.7,6750,28119,5.9,11.2,26.8,49.8,43.1
200.6,155562,28121,6.5,15.1,17.6,34.6,34.0
46.0,28048,28123,6.1,12.4,24.2,46.9,40.9
10.0,4306,28125,5.9,11.2,24.7,47.1,44.2
45.3,26667,28127,6.3,14.7,21.7,39.6,38.8
25.0,15911,28129,6.4,14.6,22.3,41.5,36.2
41.6,18548,28131,6.5,14.5,22.5,39.7,36.4
35.3,24623,28133,5.8,12.0,25.0,46.1,43.7
21.4,13785,28135,5.9,13.0,25.6,48.0,43.0
70.3,28445,28137,6.3,14.2,20.9,39.3,38.9
48.1,22043,28139,6.5,13.7,22.9,42.2,36.7
45.8,19441,28141,6.6,15.1,23.5,40.0,37.4
21.1,9588,28143,5.8,11.9,20.9,43.9,43.5
69.5,28887,28145,6.4,15.7,21.4,39.5,36.8
35.4,14288,28147,6.2,12.6,24.4,42.8,41.0
77.0,45287,28149,6.1,13.2,20.6,40.2,40.6
60.1,43570,28151,5.9,11.8,24.4,47.7,39.4
24.9,20179,28153,6.3,13.8,22.4,41.8,40.5
23.1,9713,28155,6.5,14.9,21.9,39.0,36.7
12.7,8613,28157,5.8,11.8,26.8,49.6,44.1
29.6,17953,28159,6.1,13.3,22.3,42.2,40.1
25.9,12107,28161,6.2,14.1,22.7,40.5,39.3
32.1,29636,28163,5.9,13.1,23.3,47.3,41.9
44.6,25278,29001,6.8,16.7,22.3,31.4,34.8
41.1,17771,29003,6.8,18.0,21.2,29.1,33.4
9.4,5143,29005,6.8,18.4,21.7,30.3,35.5
36.7,25393,29007,6.7,16.6,24.8,36.8,36.9
46.2,35938,29009,6.6,16.4,23.8,37.6,36.4
19.9,11769,29011,6.8,17.0,24.4,35.0,36.3
19.4,16194,29013,6.7,17.5,23.7,33.3,36.2
27.8,19564,29015,6.7,18.2,24.9,35.2,35.9
19.6,12127,29017,6.7,17.6,26.5,38.4,36.0
264.2,181054,29019,6.6,18.2,18.0,29.3,32.4
214.0,87334,29021,6.7,18.3,23.8,33.7,37.6
61.3,42597,29023,6.8,16.0,26.6,38.8,38.3
21.2,9047,29025,6.7,17.5,24.1,36.3,36.1
53.6,44733,29027,6.8,18.1,21.9,31.8,33.4
70.9,46511,29029,6.6,18.8,22.5,32.5,35.4
136.7,79067,29031,6.7,17.8,20.9,29.3,35.3
12.5,8693,29033,6.8,18.0,24.1,35.0,36.2
11.7,5959,29035,6.8,17.8,25.2,35.2,35.0
152.6,106355,29037,6.7,18.2,19.8,29.6,34.2
30.4,14434,29039,6.8,16.8,25.8,36.0,36.2
9.9,7434,29041,6.7,18.2,23.1,34.3,35.5
158.4,89131,29043,6.7,18.1,20.0,29.9,32.7
13.5,6818,29045,6.8,17.9,25.6,35.2,35.0
632.7,251367,29047,6.5,18.2,18.4,29.1,31.2
48.7,20421,29049,6.7,19.0,21.1,32.1,33.9
195.2,76845,29051,6.7,17.7,19.2,27.8,34.3
31.4,17725,29053,6.7,17.9,22.1,32.6,35.6
32.2,23941,29055,6.7,17.2,27.2,37.4,36.4
15.5,7583,29057,6.7,16.7,26.3,37.2,36.2
31.3,16938,29059,6.8,17.9,26.1,35.8,36.1
14.7,8263,29061,6.8,17.3,25.6,35.6,35.9
29.9,12609,29063,6.5,19.8,24.1,34.6,36.8
20.7,15583,29065,6.8,17.0,26.4,36.3,36.3
16.2,13210,29067,6.8,16.5,28.7,39.3,36.5
53.6,29020,29069,6.6,15.5,28.9,39.5,37.6
113.0,104241,29071,6.8,18.4,21.7,30.4,38.0
28.5,14756,29073,6.8,18.3,22.0,31.0,34.0
13.4,6584,29075,6.8,17.7,23.5,34.0,36.3
435.7,294249,29077,6.7,17.8,20.1,30.2,33.3
22.5,9808,29079,6.7,17.4,23.8,34.3,35.2
11.6,8352,29081,6.7,17.0,25.4,37.6,35.0
31.4,21895,29083,6.7,17.3,25.3,35.0,35.3
24.1,9613,29085,6.7,17.5,26.4,36.7,36.1
9.5,4406,29087,6.8,18.2,22.8,32.5,35.8
21.6,10029,29089,6.8,17.7,22.2,32.7,35.4
43.3,40182,29091,6.8,16.0,26.1,38.4,36.9
18.4,10144,29093,6.8,17.0,27.1,37.3,35.5
1164.7,704043,29095,6.4,17.9,21.8,33.7,36.6
190.6,121694,29097,6.6,17.0,21.6,34.9,34.9
343.5,225564,29099,6.9,19.3,22.5,31.2,35.6
65.3,54125,29101,6.8,17.5,19.7,31.0,34.8
7.9,3964,29103,6.8,17.0,24.9,35.4,34.3
46.8,35808,29105,6.7,17.3,24.6,34.3,36.9
52.2,32813,29107,6.8,19.4,23.0,33.0,34.9
62.9,38474,29109,6.6,16.8,24.1,37.5,36.5
19.3,9762,29111,6.8,17.9,24.5,36.9,34.7
95.0,59525,29113,6.7,18.9,23.1,31.4,35.9
19.4,11914,29115,6.7,17.5,23.9,34.7,35.6
28.7,15277,29117,6.8,16.4,23.4,35.2,37.1
42.4,22872,29119,6.6,16.3,26.7,40.3,36.0
18.9,15121,29121,6.7,17.4,22.9,36.4,36.1
24.5,12109,29123,6.8,18.0,24.5,34.3,36.0
16.5,8707,29125,6.8,17.6,24.4,34.5,36.3
65.4,28568,29127,6.8,16.8,23.4,33.9,37.0
8.0,3621,29129,6.7,18.3,22.9,32.6,34.2
43.4,25729,29131,6.7,18.5,23.6,33.1,35.9
31.9,13128,29133,6.4,15.0,29.7,44.0,40.6
38.9,16139,29135,6.6,18.3,22.2,32.9,35.1
13.4,8664,29137,6.7,18.1,24.5,35.0,35.2
21.6,11607,29139,6.7,17.4,25.3,36.0,35.2
34.6,20699,29141,6.7,16.7,27.3,37.6,36.6
25.2,17036,29143,6.6,15.7,27.7,40.3,37.1
93.4,58379,29145,6.8,17.7,22.1,32.9,36.3
25.2,22111,29147,6.8,17.7,22.3,30.9,34.6
13.4,10544,29149,6.7,16.3,28.5,38.8,37.3
22.6,13655,29151,6.8,19.4,21.6,29.8,34.1
12.3,9172,29153,6.7,15.8,29.9,40.6,37.4
31.8,15677,29155,6.6,14.7,30.0,43.5,36.2
40.3,19115,29157,6.7,18.8,23.0,32.5,34.9
62.1,42397,29159,6.6,17.4,23.0,35.5,34.9
66.4,44628,29161,6.8,16.8,22.2,32.6,35.5
27.3,18318,29163,6.6,17.9,25.0,37.2,35.1
249.9,105025,29165,6.5,17.5,15.4,26.1,32.8
50.8,32287,29167,6.8,17.3,24.1,33.5,35.7
96.1,52603,29169,6.5,17.2,20.4,32.2,35.0
9.1,4697,29171,6.8,17.5,23.3,34.7,35.3
22.0,10319,29173,6.7,18.4,23.8,34.9,36.1
51.2,24732,29175,6.6,17.2,24.6,35.8,36.9
40.6,23069,29177,6.7,19.3,22.8,32.2,35.2
7.8,6283,29179,6.8,17.1,26.3,35.8,36.4
21.1,13271,29181,6.7,16.0,29.3,41.0,38.2
720.4,403742,29183,6.8,19.8,15.6,26.4,31.9
14.1,9432,29185,6.7,17.7,25.3,36.3,36.2
36.0,17948,29186,6.8,18.7,22.4,32.2,33.8
149.3,67449,29187,6.8,18.0,25.7,36.5,36.4
1959.9,995221,29189,6.6,17.8,16.7,26.8,34.6
30.1,22725,29195,6.5,17.1,22.3,36.7,36.1
15.2,4669,29197,6.8,17.4,25.2,35.5,36.1
11.2,4912,29199,6.8,16.9,26.1,37.2,36.9
91.1,38256,29201,6.6,16.1,24.5,39.5,36.2
8.1,8165,29203,6.7,16.2,28.3,38.9,37.2
11.9,5940,29205,6.7,17.1,24.4,34.4,34.7
35.3,29021,29207,6.8,16.3,26.0,37.4,36.2
69.2,32092,29209,6.8,17.8,24.3,32.5,34.7
9.4,6064,29211,6.4,16.6,23.6,39.1,36.6
89.0,56286,29213,6.7,16.7,22.6,33.5,35.3
21.6,25433,29215,6.7,17.0,27.3,37.7,38.2
24.9,20570,29217,6.8,17.3,25.6,35.3,35.2
83.7,35864,29219,6.8,17.7,23.6,33.5,34.4
32.6,24746,29221,6.8,17.4,27.1,37.4,37.8
16.9,12852,29223,6.8,16.2,29.2,38.9,37.2
67.0,39714,29225,6.8,16.8,25.2,35.1,37.1
