density,total_population,countyfips,cancer,binge,csmoking,lpa,sleep
118.7,58344,39077,6.5,18.5,24.0,31.6,40.4
77.2,32454,39079,6.7,16.8,26.4,33.9,43.1
160.1,65356,39081,6.8,18.8,26.4,33.9,40.9
119.1,62577,39083,6.8,18.3,21.7,28.4,38.6
1014.5,230796,39085,6.8,18.6,20.5,26.2,38.4
131.4,59582,39087,6.7,17.1,27.2,35.3,43.8
260.3,177657,39089,6.7,18.6,21.8,29.5,39.7
99.9,45788,39091,6.8,18.9,24.1,31.4,42.1
632.7,310712,39093,6.5,17.9,21.6,30.9,39.3
1255.5,427945,39095,6.7,17.9,23.5,31.6,41.7
96.5,44946,39097,6.8,20.0,23.1,30.3,40.7
557.5,229499,39099,6.6,18.3,23.5,32.7,43.5
161.1,65056,39101,6.6,18.1,27.8,33.9,42.1
427.9,180310,39103,6.8,19.8,18.3,24.9,37.5
53.4,22949,39105,6.8,18.2,28.2,33.8,41.4
89.1,41200,39107,6.8,21.5,21.7,28.5,38.8
264.3,107451,39109,6.7,18.2,22.6,27.2,39.5
30.0,13654,39111,6.7,17.8,27.5,32.6,41.2
1153.7,532475,39113,6.6,16.6,21.8,30.2,41.5
34.9,14529,39115,6.7,17.7,28.8,34.6,43.1
87.2,35419,39117,6.7,18.5,24.8,32.2,39.4
130.0,86365,39119,6.8,17.0,26.1,30.8,41.2
36.3,14439,39121,6.6,19.5,26.7,33.4,41.7
159.4,40643,39123,6.7,19.4,21.6,30.1,39.5
44.9,18678,39125,6.7,18.2,23.2,30.4,40.0
88.7,36189,39127,6.9,19.3,27.5,33.3,43.4
117.1,58684,39129,6.8,19.2,24.0,29.3,41.3
63.2,27846,39131,6.8,16.7,27.3,36.2,42.1
333.8,162706,39133,6.8,19.0,21.7,28.0,40.0
96.5,40907,39135,6.8,19.4,23.4,30.2,38.8
70.2,33863,39137,6.6,21.2,19.4,28.2,39.3
245.5,121566,39139,6.7,17.2,25.3,33.1,40.0
111.1,76585,39141,6.8,18.5,27.0,33.1,44.3
143.3,58549,39143,6.4,18.7,21.7,28.9,38.5
123.6,75397,39145,6.9,16.7,29.3,35.3,45.1
100.2,55227,39147,6.7,18.8,23.3,30.0,40.0
119.2,48586,39149,6.8,19.0,22.7,28.1,40.0
645.4,371267,39151,6.6,18.7,22.9,28.0,40.1
1312.7,541823,39153,6.7,16.9,21.3,27.7,38.6
320.5,198183,39155,6.7,17.2,26.8,32.3,45.4
162.2,92063,39157,6.9,17.6,23.7,30.0,40.3
137.4,59309,39159,6.9,18.8,19.1,26.2,37.6
69.2,28311,39161,6.8,18.9,23.3,29.9,39.5
31.8,13108,39163,6.9,17.9,28.6,39.1,42.6
587.8,235882,39165,6.7,19.3,17.0,22.6,36.4
94.9,59961,39167,6.8,19.0,23.5,31.3,41.5
208.6,115744,39169,6.8,19.7,22.9,29.9,38.6
87.3,36762,39171,6.7,19.8,23.9,30.3,39.9
212.3,131035,39173,6.8,18.6,19.5,27.6,37.2
53.5,21773,39175,6.7,18.4,24.3,30.3,39.2
38.6,22152,40001,6.7,12.1,29.9,43.6,43.1
6.6,5676,40003,6.4,15.4,19.4,33.5,37.0
14.1,13789,40005,6.7,13.3,24.8,39.8,40.3
2.9,5290,40007,6.2,13.1,18.2,38.5,36.7
24.2,21827,40009,6.4,13.9,20.3,38.2,38.0
10.2,9424,40011,6.5,13.6,22.0,37.5,37.3
53.4,48290,40013,6.8,13.7,22.4,35.1,39.4
22.4,28682,40015,6.4,13.2,23.4,40.1,39.2
166.9,149690,40017,6.4,15.0,17.4,29.7,34.9
58.6,48144,40019,6.4,13.5,20.9,36.4,37.8
65.1,48761,40021,6.7,13.0,23.9,36.1,41.5
19.0,14665,40023,6.7,12.7,26.5,41.4,42.9
1.2,2128,40025,6.2,13.1,18.3,37.7,37.5
529.3,285168,40027,6.3,15.4,16.6,30.3,37.7
10.6,5485,40029,6.7,13.0,25.6,39.8,39.1
112.8,120613,40031,6.2,13.0,19.5,39.1,41.8
8.9,5636,40033,6.5,13.6,22.8,37.3,38.5
18.6,14167,40035,6.7,13.5,24.3,39.5,40.3
75.4,71611,40037,6.7,14.8,22.8,34.0,38.7
29.3,28960,40039,6.3,13.2,19.0,37.8,37.7
58.5,43194,40041,6.7,12.9,24.1,38.1,38.7
4.9,4882,40043,6.6,13.8,20.1,35.7,38.3
3.1,3850,40045,6.6,14.2,20.7,35.6,36.8
57.5,60833,40047,6.4,13.8,19.0,34.4,37.7
34.6,27750,40049,6.6,13.7,23.0,37.4,36.9
51.0,56146,40051,6.6,14.3,20.7,34.4,35.7
4.3,4334,40053,6.6,14.8,18.5,32.3,36.1
8.9,5714,40055,6.4,14.1,22.3,40.1,39.8
4.9,2638,40057,6.0,12.5,18.4,39.3,38.2
3.6,3693,40059,6.3,13.6,18.6,38.7,35.6
21.9,12650,40061,6.7,13.4,24.3,38.9,38.2
16.5,13312,40063,6.6,13.4,25.4,40.9,42.1
30.5,24467,40065,6.1,13.6,17.4,38.5,37.7
7.9,5999,40067,6.5,13.1,23.6,41.2,39.4
17.2,11075,40069,6.7,13.6,24.1,37.2,39.4
47.3,43528,40071,6.6,13.9,21.9,37.0,40.0
17.6,15796,40073,6.5,14.3,19.4,36.5,35.9
8.6,8695,40075,6.4,13.2,22.4,40.2,38.9
13.9,10065,40077,6.7,13.2,24.0,37.9,40.2
31.4,49861,40079,6.7,13.3,24.5,41.7,41.9
36.7,34994,40081,6.7,14.2,22.2,35.5,37.1
64.9,48284,40083,6.6,14.1,18.3,32.1,37.6
20.0,10291,40085,6.3,13.3,21.7,39.6,39.5
71.5,40777,40087,6.7,14.6,18.6,32.8,35.8
17.7,32706,40089,6.6,12.5,25.0,42.0,40.9
31.8,19679,40091,6.7,13.2,25.2,39.7,40.4
8.0,7629,40093,6.5,14.5,18.8,33.6,35.7
45.9,17047,40095,6.4,12.4,21.9,39.5,39.0
62.8,41139,40097,6.8,13.6,24.8,38.0,39.6
33.9,14116,40099,6.6,13.7,21.4,35.4,38.5
83.9,68022,40101,6.5,13.0,23.3,38.5,39.4
15.2,11126,40103,6.6,14.6,19.9,33.5,37.7
17.7,10041,40105,6.7,14.6,24.2,37.8,39.7
19.4,12019,40107,6.6,12.9,27.4,42.7,42.6
1127.7,799370,40109,6.5,13.6,16.5,33.8,38.8
55.2,38503,40111,6.7,12.8,24.0,39.2,40.3
20.9,46988,40113,6.6,15.4,22.9,36.9,39.2
66.1,31100,40115,6.8,13.5,24.5,41.4,39.8
28.9,16396,40117,6.7,14.0,23.0,37.2,39.4
119.3,81665,40119,6.6,13.1,19.0,35.3,36.5
33.4,43654,40121,6.6,14.1,24.0,36.8,40.9
53.1,38275,40123,6.7,13.7,21.4,33.2,40.4
92.5,72862,40125,6.7,13.7,22.1,37.8,39.2
8.0,11128,40127,6.7,13.2,25.1,39.6,41.1
3.1,3580,40129,6.6,14.1,21.1,35.8,37.9
137.4,92825,40131,6.6,14.6,19.3,32.7,38.4
38.3,24230,40133,6.7,13.5,25.2,41.8,40.5
61.6,41449,40135,6.6,12.6,26.8,40.8,41.7
49.6,43180,40137,6.6,13.5,21.8,39.1,37.3
9.7,19803,40139,5.7,12.6,17.6,40.6,37.4
8.3,7232,40141,6.0,12.5,20.4,42.3,39.8
1144.5,652649,40143,6.6,12.9,17.4,33.1,34.9
145.5,81685,40145,6.6,14.2,19.2,33.7,37.2
124.1,51566,40147,6.6,14.4,18.6,34.1,37.7
10.9,10928,40149,6.5,14.2,19.2,35.5,36.9
6.8,8763,40151,6.6,14.2,18.0,34.2,36.5
16.2,20102,40153,6.5,14.9,19.6,34.2,37.7
5.3,16165,41001,6.6,20.5,17.7,25.7,34.8
137.8,93142,41003,6.5,19.2,13.8,22.2,31.7
224.8,420373,41005,6.5,20.3,13.9,22.3,32.8
48.9,40507,41007,6.6,20.1,17.6,26.0,34.0
80.0,52605,41009,6.6,20.6,19.4,27.1,37.3
40.7,64908,41011,6.6,18.9,20.4,27.8,34.2
8.3,24708,41013,6.6,19.7,18.9,26.9,35.8
14.2,23084,41015,6.6,20.1,18.2,26.7,34.2
66.2,199817,41017,6.6,20.9,15.3,23.5,33.9
22.2,111731,41019,6.7,18.3,20.0,27.9,36.5
1.6,1927,41021,6.6,20.4,18.8,27.1,34.5
1.6,7215,41023,6.7,19.2,20.4,27.7,34.1
0.7,7438,41025,6.7,20.3,18.9,26.1,35.2
44.9,23451,41027,6.2,19.2,15.2,27.0,32.8
79.9,222304,41029,6.5,18.5,17.8,24.3,33.4
13.9,24820,41031,6.3,18.3,18.5,29.4,36.9
53.7,88059,41033,6.7,19.2,20.5,28.5,35.5
11.5,68578,41035,6.5,18.4,18.7,29.1,35.5
1.0,7906,41037,6.5,18.5,20.2,29.9,34.6
84.4,384378,41039,6.6,19.1,15.9,24.6,32.6
51.4,50373,41041,6.7,19.8,18.5,26.5,35.2
57.0,130633,41043,6.6,17.7,17.5,27.8,37.0
3.1,30680,41045,6.0,17.1,19.6,33.6,36.7
295.9,349860,41047,6.3,17.7,15.1,28.7,34.9
5.7,11642,41049,6.0,17.8,18.5,33.3,35.2
1886.9,813794,41051,6.3,22.0,15.1,21.1,30.5
117.1,86735,41053,6.6,20.6,16.1,25.9,33.7
2.2,1789,41055,6.6,20.2,18.4,26.4,33.6
24.7,27224,41057,6.6,20.0,17.4,26.2,35.1
24.3,78120,41059,6.3,18.1,17.9,32.0,35.8
13.2,26857,41061,6.6,19.5,17.9,25.8,35.4
2.3,7261,41063,6.7,20.2,17.4,25.1,34.8
11.3,26839,41065,6.5,19.4,17.3,27.2,34.6
832.3,602808,41067,6.1,19.5,12.2,20.7,30.9
0.8,1341,41069,6.7,19.7,20.1,29.2,36.0
150.7,107859,41071,6.5,20.6,16.8,25.0,33.0
199.0,103207,42001,6.6,18.7,20.3,27.3,37.2
1667.2,1217156,42003,6.8,21.2,18.1,23.7,38.2
99.0,64671,42005,6.7,19.8,23.8,29.2,41.0
377.6,164155,42007,6.6,20.8,21.6,24.6,39.5
47.3,47927,42009,6.7,19.8,23.9,31.0,40.4
492.3,421652,42011,6.3,18.4,19.3,28.3,36.3
232.0,121996,42013,6.8,19.8,23.3,28.5,40.5
52.6,60314,42015,6.7,19.5,23.2,29.5,41.1
1042.1,629744,42017,6.5,20.2,16.7,22.2,35.3
239.2,188610,42019,6.7,20.9,17.0,24.1,36.9
189.2,130245,42021,6.7,19.7,21.9,27.7,41.3
11.2,4429,42023,6.7,19.6,24.7,30.2,40.4
169.0,64450,42025,6.6,19.3,21.7,28.5,40.1
146.4,162483,42027,6.6,19.0,19.0,23.9,37.4
701.0,526101,42029,6.5,18.2,13.7,20.2,32.8
64.0,38447,42031,6.7,19.6,23.3,29.1,39.2
69.3,79290,42033,6.7,18.8,23.7,30.5,42.9
43.6,38697,42035,6.7,19.5,23.1,29.3,40.7
134.9,65158,42037,6.7,18.7,22.1,27.6,39.6
83.6,84595,42039,6.6,18.8,23.9,29.2,40.3
466.6,254512,42041,6.6,20.5,17.5,24.1,36.5
530.7,278648,42043,6.3,18.3,18.9,28.3,38.7
3085.2,567194,42045,6.3,19.0,17.2,24.3,37.9
36.2,29940,42047,6.7,19.8,22.8,27.3,38.9
337.3,269522,42049,6.6,18.4,21.5,27.2,39.4
163.7,129389,42051,6.7,18.8,24.2,31.7,40.6
17.0,7267,42053,6.3,19.3,26.3,34.5,43.4
201.3,155441,42055,6.7,18.6,20.8,28.0,37.9
33.3,14581,42057,6.7,19.7,24.1,28.8,39.5
62.7,36139,42059,6.6,19.9,23.9,29.5,40.6
51.6,45164,42061,6.5,20.1,23.1,28.1,40.7
101.7,84134,42063,6.7,18.7,23.3,29.1,38.8
66.6,43459,42065,6.7,19.5,24.6,29.3,41.2
63.4,24821,42067,6.6,19.0,24.1,30.6,39.7
457.6,210085,42069,6.5,18.3,20.9,27.6,39.1
579.0,546497,42071,6.5,18.0,20.0,25.5,37.4
239.0,85588,42073,6.8,19.3,22.4,28.8,39.6
393.3,142311,42075,6.4,18.8,21.4,28.2,38.2
1071.6,369869,42077,6.1,17.7,17.6,28.1,38.1
356.9,317760,42079,6.4,20.3,21.7,30.7,43.0
92.3,113354,42081,6.7,19.0,22.3,26.5,36.7
41.5,40628,42083,6.6,19.5,23.8,28.8,40.3
162.8,109474,42085,6.7,19.1,22.0,27.3,38.8
112.3,46166,42087,6.8,18.7,25.5,32.3,40.3
281.1,170974,42089,6.2,18.8,19.5,28.3,40.7
1725.4,833434,42091,6.4,19.0,14.9,20.9,39.6
140.0,18230,42093,6.6,18.8,20.4,27.1,37.4
828.9,306422,42095,6.3,20.0,18.0,26.1,40.5
198.4,90920,42097,6.6,18.7,23.9,29.6,39.3
84.1,46379,42099,6.7,20.0,22.4,28.0,39.9
11806.1,1583217,42101,5.8,16.5,20.2,31.9,45.3
102.9,56097,42103,6.4,19.7,18.3,26.7,40.0
15.3,16510,42105,6.7,19.1,24.5,30.1,40.6
181.9,141622,42107,6.6,19.5,23.7,29.4,41.3
123.0,40432,42109,6.7,19.7,22.7,28.2,39.1
68.5,73548,42111,6.6,20.3,23.4,29.1,41.0
13.5,6073,42113,6.7,19.9,23.6,28.6,39.5
48.9,40307,42115,6.7,19.4,22.4,28.0,40.5
35.9,40686,42117,6.7,19.3,23.8,29.8,40.4
142.1,44894,42119,6.5,20.3,20.2,26.3,38.1
75.1,50654,42121,6.7,19.4,23.2,28.3,39.7
44.3,39181,42123,6.7,19.8,22.5,27.9,39.8
242.1,207454,42125,6.7,20.8,19.2,26.2,39.0
70.9,51472,42127,6.6,19.9,21.1,27.8,40.3
340.3,349632,42129,6.6,21.8,20.5,25.6,39.9
67.3,26753,42131,6.7,20.1,21.5,27.4,39.7
498.0,450277,42133,6.5,20.3,19.3,27.3,38.9
2008.6,48535,44001,6.7,19.5,14.5,20.1,32.9
976.6,164578,44003,6.6,19.4,16.5,24.4,37.3
801.5,82060,44005,6.9,21.1,13.0,19.9,33.4
1560.7,639097,44007,6.2,17.9,16.6,29.2,39.3
382.1,125801,44009,6.9,20.2,16.0,20.0,35.9
50.1,24585,45001,6.4,17.5,22.9,31.6,42.7
160.1,171518,45003,6.5,16.6,18.3,27.2,37.3
21.1,8610,45005,5.8,14.8,25.4,39.0,45.1
284.9,203822,45007,6.6,17.9,20.9,30.0,37.8
35.7,14055,45009,6.1,15.7,22.7,34.9,42.4
38.0,20833,45011,6.3,16.0,24.2,35.5,42.7
335.6,193403,45013,6.5,20.3,15.6,22.5,35.1
209.8,230499,45015,6.5,17.6,19.0,28.5,37.8
38.2,14560,45017,6.3,17.5,20.0,30.8,39.3
451.1,413253,45019,6.4,23.3,15.7,24.2,32.1
146.4,57479,45021,6.6,17.3,23.7,34.0,39.3
55.6,32294,45023,6.4,17.0,23.1,33.8,41.7
57.1,45666,45025,6.4,16.7,23.8,36.7,40.2
55.7,33784,45027,6.2,15.9,22.8,32.3,39.6
35.8,37805,45029,6.3,16.7,24.8,36.0,39.2
118.9,66725,45031,6.3,17.2,22.9,32.6,41.9
75.4,30510,45033,6.2,14.5,26.1,38.9,43.0
284.8,163262,45035,6.3,18.6,18.1,26.2,37.5
54.7,27356,45037,6.3,17.8,20.8,31.3,37.9
32.6,22368,45039,6.1,15.9,22.3,35.9,40.3
172.9,138348,45041,6.4,16.4,20.4,33.5,41.0
77.3,62903,45043,6.5,16.8,19.2,29.1,38.5
670.4,526317,45045,6.6,16.9,15.0,26.8,35.7
156.0,70953,45047,6.5,16.4,20.1,33.1,37.9
34.3,19216,45049,6.1,15.6,24.3,38.9,41.8
316.1,358413,45051,6.5,19.8,22.9,29.1,34.4
46.2,30255,45053,6.2,16.1,21.5,34.4,42.4
92.0,66839,45055,6.4,17.7,20.3,30.3,37.6
180.5,99144,45057,6.5,17.4,18.2,28.7,37.3
94.9,67753,45059,6.5,16.5,23.3,32.9,39.9
40.7,16711,45061,6.0,15.4,24.1,37.4,40.1
430.2,300653,45063,6.6,18.5,17.4,26.3,37.4
26.4,9488,45065,6.2,17.3,21.2,31.2,41.0
62.6,30622,45067,6.2,14.7,24.8,38.2,41.3
54.3,26059,45069,6.1,15.6,26.2,38.1,42.2
61.2,38569,45071,6.4,17.1,21.3,32.2,39.8
127.8,80021,45073,6.7,18.6,20.2,27.9,36.8
77.8,86045,45075,6.0,15.0,20.6,33.4,43.2
257.0,127596,45077,6.6,18.5,19.2,28.7,34.7
550.3,416579,45079,6.1,18.0,16.8,25.6,38.4
45.4,20567,45081,6.2,16.6,21.1,34.0,37.3
398.8,322177,45083,6.6,17.1,20.0,28.2,41.5
160.6,106840,45085,6.2,16.6,20.3,33.9,40.9
53.3,27393,45087,6.4,16.5,24.1,34.4,40.5
32.4,30265,45089,5.9,15.2,24.5,35.9,41.9
417.2,283935,45091,6.4,17.8,15.6,24.9,37.8
3.9,2749,46003,6.6,22.4,16.9,30.2,29.4
14.7,18514,46005,6.3,20.5,18.8,35.9,31.0
2.8,3355,46007,6.7,16.9,29.9,42.0,33.5
12.3,6931,46009,6.5,22.2,20.5,31.7,31.5
44.3,35117,46011,6.6,21.3,14.3,26.9,28.1
22.7,38874,46013,6.6,21.5,16.7,29.3,31.5
6.5,5304,46015,6.7,20.9,18.9,31.7,31.6
4.1,1955,46017,6.8,16.6,35.6,45.4,39.6
4.7,10470,46019,6.6,21.7,20.9,34.2,30.3
1.9,1379,46021,6.6,22.2,16.6,27.9,28.7
8.5,9280,46023,6.6,19.7,23.8,35.4,33.2
3.9,3742,46025,6.6,21.3,18.8,31.8,31.0
34.2,14113,46027,6.6,20.5,17.1,29.0,31.0
40.7,27993,46029,6.5,22.1,18.6,29.5,31.0
1.6,4069,46031,6.6,16.3,33.4,43.3,37.8
5.8,9000,46033,6.6,20.0,18.0,31.1,30.1
45.4,19760,46035,6.7,21.0,18.1,30.5,29.8
5.3,5437,46037,6.6,21.8,21.5,33.2,30.8
7.0,4353,46039,6.6,22.9,19.0,32.0,29.3
2.6,5882,46041,6.9,18.2,32.1,42.4,36.6
6.8,2926,46043,6.7,22.5,18.4,30.6,29.8
3.4,3825,46045,6.6,22.8,17.4,29.8,29.9
3.9,6750,46047,6.6,20.3,19.4,33.3,31.2
2.3,2301,46049,6.7,21.4,17.5,29.8,29.7
10.3,7047,46051,6.5,22.5,17.5,31.1,29.6
4.1,4198,46053,6.7,21.0,21.1,33.1,30.8
1.1,1903,46055,6.6,22.1,21.0,34.8,31.6
12.2,6185,46057,6.6,21.9,17.7,31.6,30.4
2.2,3193,46059,6.7,22.6,17.1,28.5,29.6
8.0,3459,46061,6.7,22.4,17.7,29.8,28.7
0.5,1301,46063,6.6,22.2,17.3,30.2,29.8
23.6,17530,46065,6.7,21.9,17.2,27.9,29.3
9.0,7318,46067,6.7,21.9,18.1,30.9,29.0
1.5,1304,46069,6.7,22.0,17.7,29.0,30.3
1.8,3348,46071,6.8,17.8,30.1,42.9,37.0
3.8,2022,46073,6.5,22.1,16.9,29.6,29.8
0.9,903,46075,6.6,21.5,17.7,29.6,29.9
5.9,4939,46077,6.6,22.8,17.5,29.1,29.6
22.8,12843,46079,6.5,22.0,17.2,28.6,29.9
32.4,25895,46081,6.6,20.8,17.2,28.0,29.6
107.0,61748,46083,6.6,22.2,15.3,25.9,27.3
2.3,3752,46085,6.7,19.8,24.3,35.2,33.6
9.7,5578,46087,6.6,21.6,17.7,29.7,29.7
2.1,2387,46089,6.7,21.6,20.3,33.7,30.6
5.9,4974,46091,6.5,23.3,16.5,29.8,30.6
8.2,28509,46093,6.5,20.0,16.2,29.3,32.1
1.6,2064,46095,6.7,16.8,33.0,45.0,35.3
3.9,2225,46097,6.7,21.7,18.4,30.9,30.2
240.6,194180,46099,6.6,21.3,15.7,28.7,30.2
12.7,6617,46101,6.6,20.8,19.0,30.6,30.7
6.7,14118,46102,6.8,16.6,38.1,39.8,36.4
41.2,114285,46103,6.6,20.4,18.9,29.8,29.2
1.0,2858,46105,6.6,20.9,18.6,30.8,29.8
2.5,2153,46107,6.6,22.0,17.8,29.1,28.8
9.5,10415,46109,6.7,19.1,24.9,35.0,32.0
4.1,2345,46111,6.6,22.7,18.1,30.1,30.0
4.2,6358,46115,6.6,22.5,17.8,31.0,30.0
2.2,3110,46117,6.6,23.4,15.3,26.6,28.0
1.4,1392,46119,6.7,22.5,17.2,29.4,29.2
7.3,10138,46121,6.8,15.9,38.2,42.7,40.6
3.4,5438,46123,6.7,20.7,21.4,32.9,31.3
13.6,8415,46125,6.7,21.1,17.7,31.1,29.7
34.8,16018,46127,6.6,21.7,15.8,27.2,28.7
7.7,5470,46129,6.6,21.9,19.2,31.0,31.4
43.9,22885,46135,6.5,23.3,17.7,29.8,30.4
1.4,2755,46137,6.7,16.9,32.9,42.4,38.2
229.6,77414,47001,6.7,13.7,23.1,31.5,41.7
105.5,49949,47003,6.5,13.7,24.4,35.3,42.6
41.2,16232,47005,6.6,14.1,27.8,36.0,41.6
37.1,15092,47007,6.6,14.7,27.2,37.7,42.4
239.6,133854,47009,6.8,15.3,22.5,28.6,39.8
330.0,108478,47011,6.6,13.1,21.9,32.5,38.9
83.0,39864,47013,6.8,13.9,28.6,36.7,43.0
55.7,14792,47015,6.7,15.0,24.3,32.7,42.3
46.4,27830,47017,6.6,14.2,24.5,35.2,43.1
165.7,56547,47019,6.8,13.6,27.1,33.9,42.3
134.8,40761,47021,6.7,15.4,22.0,29.8,39.5
60.8,17376,47023,6.6,13.8,23.9,33.5,42.9
73.8,32064,47025,6.8,13.6,27.2,37.5,40.9
32.3,7651,47027,6.7,14.1,28.4,38.9,43.3
83.2,36168,47029,6.7,13.4,27.8,37.5,42.3
132.4,56783,47031,6.8,14.6,23.7,32.8,39.7
53.6,14241,47033,6.5,13.2,24.8,36.2,43.3
89.4,60916,47035,6.8,13.9,24.4,32.1,40.1
1378.1,694617,47037,6.3,16.5,16.9,26.9,38.7
35.0,11698,47039,6.7,14.2,25.8,34.5,41.3
67.7,20614,47041,6.6,14.0,24.5,35.1,42.5
110.8,54267,47043,6.7,14.8,23.4,32.4,40.1
72.6,37192,47045,6.6,13.9,24.4,35.2,41.0
58.6,41325,47047,6.4,14.7,21.4,31.1,41.9
37.3,18613,47049,6.8,14.2,27.0,36.1,42.1
76.4,42385,47051,6.7,15.2,22.9,30.7,43.4
81.6,49209,47053,6.6,13.7,24.4,35.5,41.3
48.4,29581,47055,6.6,14.4,23.5,32.0,41.0
83.4,23406,47057,6.7,14.4,26.6,34.7,41.2
111.3,69253,47059,6.8,13.7,24.3,35.3,41.5
37.4,13481,47061,6.8,13.6,27.5,37.0,43.0
403.9,65103,47063,6.5,14.1,24.2,34.8,45.6
680.5,369150,47065,6.4,16.2,19.3,27.9,39.1
29.8,6636,47067,6.8,13.8,29.7,37.7,42.3
37.5,25022,47069,6.2,12.9,27.5,40.2,47.4
44.6,25752,47071,6.7,14.5,26.9,35.6,41.1
116.8,56894,47073,6.7,13.9,26.1,35.6,42.3
32.4,17288,47075,6.1,11.9,26.6,39.1,46.0
54.1,28158,47077,6.6,13.6,27.3,34.5,42.3
57.7,32457,47079,6.7,13.8,26.8,35.4,42.2
41.3,25297,47081,6.7,14.6,26.2,34.9,42.6
41.2,8246,47083,6.7,14.3,26.9,35.4,42.5
35.1,18623,47085,6.7,15.2,25.1,33.2,42.0
38.4,11826,47087,6.7,13.8,28.2,35.4,42.0
199.8,54772,47089,6.7,15.2,23.3,31.5,41.0
59.8,17837,47091,6.7,14.3,29.4,36.1,41.9
928.7,471965,47093,6.8,15.7,18.6,28.9,39.6
43.1,7147,47095,6.4,13.9,30.9,40.7,45.8
54.0,25499,47097,6.3,12.8,28.9,39.8,46.3
71.9,44353,47099,6.7,13.9,26.0,35.3,41.1
43.7,12332,47101,6.7,14.2,25.8,34.6,42.4
60.4,34465,47103,6.7,13.9,24.0,31.9,42.7
237.4,54412,47105,6.6,15.4,20.9,30.0,41.7
125.5,53988,47107,6.6,14.2,26.6,34.4,41.3
45.7,25740,47109,6.7,13.6,27.7,36.9,42.9
80.7,24780,47111,6.7,14.0,26.0,38.1,42.4
176.2,98153,47113,6.3,12.9,21.2,32.5,41.4
58.3,29043,47115,6.7,15.4,26.2,32.1,42.0
92.2,34599,47117,6.7,14.8,23.7,32.8,41.6
158.5,97197,47119,6.6,14.5,20.9,30.9,39.4
64.1,12517,47121,6.7,14.8,26.2,34.4,42.2
73.6,46760,47123,6.6,13.8,26.7,35.3,42.5
390.4,210495,47125,6.4,14.1,19.3,28.8,42.8
50.3,6497,47127,6.7,15.2,22.7,30.4,41.2
41.1,21456,47129,6.7,14.3,28.5,37.2,44.5
55.2,30090,47131,6.6,14.1,26.5,36.9,42.5
51.6,22347,47133,6.8,14.1,26.7,35.2,42.4
19.6,8120,47135,6.7,13.8,28.5,37.0,42.7
31.1,5075,47137,6.8,14.3,27.7,36.0,41.6
38.8,16885,47139,6.8,14.5,25.0,32.6,41.6
201.4,80766,47141,6.6,14.2,23.0,33.2,40.9
105.8,33353,47143,6.7,13.9,25.0,34.8,42.9
148.6,53591,47145,6.7,15.0,23.8,30.6,41.5
151.3,72075,47147,6.6,14.8,21.5,31.0,40.9
540.9,335013,47149,6.5,15.1,19.2,27.2,42.2
41.6,22142,47151,6.8,13.7,29.2,36.4,43.6
56.8,15090,47153,6.7,14.5,25.2,33.9,40.1
166.5,98658,47155,6.8,13.9,24.6,32.9,41.0
1226.8,936255,47157,5.9,14.4,19.7,31.9,45.9
64.4,20248,47159,6.7,14.4,25.2,35.1,40.8
30.0,13769,47161,6.7,14.8,23.2,31.6,42.0
385.0,159132,47163,6.8,13.7,23.1,31.5,41.0
363.9,192664,47165,6.6,14.7,19.5,29.3,39.5
134.8,61769,47167,6.6,14.0,22.7,32.2,41.0
98.5,11243,47169,6.5,16.1,23.8,32.1,42.7
96.4,17944,47171,6.8,14.4,25.3,34.6,41.6
89.9,20089,47173,6.7,14.5,27.8,35.4,42.5
21.6,5900,47175,6.7,14.1,28.8,36.9,42.3
95.8,41430,47177,6.5,14.1,26.1,35.6,42.4
397.6,129815,47179,6.8,13.9,21.0,30.0,40.1
22.8,16711,47181,6.6,14.9,26.7,35.3,43.4
57.4,33341,47183,6.6,13.5,24.2,32.5,42.8
73.1,27519,47185,6.7,13.8,26.4,34.0,41.2
412.7,240431,47187,6.6,15.8,13.3,21.5,35.0
255.6,145878,47189,6.6,15.6,18.5,27.2,39.5
54.4,57813,48001,6.1,19.5,21.5,33.5,38.0
12.6,18868,48003,5.6,18.4,16.9,33.9,35.8
108.8,86763,48005,6.3,17.4,19.8,34.8,37.3
93.3,23511,48007,6.2,17.5,20.5,35.6,36.6
9.5,8584,48009,6.6,20.2,18.8,26.8,35.2
2.1,1897,48011,6.6,20.5,17.9,26.0,34.0
42.2,51470,48013,5.3,17.1,16.4,35.0,35.9
46.6,30128,48015,6.1,18.7,16.4,29.8,35.7
8.4,6967,48017,5.5,18.1,15.6,33.2,36.2
29.5,23322,48019,6.2,19.1,17.3,29.4,35.2
100.8,89551,48021,5.9,18.9,16.8,32.1,36.7
4.1,3517,48023,6.4,19.5,18.5,28.7,35.8
37.0,32602,48025,5.3,17.9,18.5,36.9,38.6
347.0,364726,48027,5.9,18.3,16.9,29.6,38.5
1623.1,2012291,48029,5.4,17.3,14.3,29.1,37.2
17.0,12068,48031,6.3,19.9,16.3,27.2,35.1
0.7,652,48033,6.3,21.2,13.4,22.0,33.4
19.2,18834,48035,6.4,18.5,19.2,31.0,36.0
105.7,93553,48037,6.3,18.3,20.7,30.6,38.9
277.6,376908,48039,5.8,17.2,15.6,29.3,37.4
393.0,230102,48041,6.0,16.9,16.3,28.2,34.7
1.5,9198,48043,5.7,18.1,13.9,29.1,34.6
1.7,1554,48045,6.1,17.3,19.6,34.0,36.8
